ta_id,food,service,value,atmosphere,tr_rating_5,tr_rating_4,tr_rating_3,tr_rating_2,tr_rating_1,tr_ratings,profitrew,ratings_summary,ball
d798087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d991086,35.0,35.0,35.0,35.0,10.0,7.0,5.0,1.0,0.0,23.0,73.91304347826086,3.5,3.75
d1648496,40.0,40.0,40.0,40.0,19.0,18.0,5.0,2.0,5.0,49.0,75.51020408163265,4.0,3.75
d2431621,40.0,35.0,40.0,30.0,39.0,28.0,11.0,12.0,19.0,109.0,61.46788990825688,3.5,3.0
d3736151,30.0,35.0,35.0,35.0,4.0,5.0,1.0,0.0,0.0,10.0,90.0,2.5,4.5
d5606509,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d3217919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4971838,35.0,35.0,35.0,45.0,29.0,32.0,25.0,7.0,18.0,111.0,54.95495495495496,3.75,2.75
d731179,40.0,35.0,35.0,40.0,78.0,72.0,32.0,23.0,29.0,234.0,64.1025641025641,3.75,3.25
d3726942,40.0,45.0,40.0,40.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0,4.0,2.5
d3294104,40.0,40.0,45.0,40.0,31.0,16.0,2.0,1.0,1.0,51.0,92.15686274509804,4.0,4.5
d969330,30.0,30.0,30.0,30.0,25.0,46.0,30.0,15.0,37.0,153.0,46.40522875816993,3.0,2.25
d5804274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
d1331545,45.0,40.0,40.0,30.0,6.0,3.0,0.0,1.0,0.0,10.0,90.0,4.0,4.5
d13277561,45.0,40.0,40.0,45.0,217.0,64.0,35.0,15.0,17.0,348.0,80.74712643678161,3.0,4.0
d7994318,40.0,40.0,45.0,45.0,3.0,1.0,0.0,0.0,0.0,4.0,100.0,3.0,5.0
d8611008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7018592,40.0,45.0,40.0,45.0,2.0,1.0,1.0,0.0,0.0,4.0,75.0,3.0,3.75
d12320629,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,8.0,50.0,0.0,2.5
d4996095,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,50.0,0.0,2.5
d4810786,40.0,40.0,45.0,45.0,2.0,5.0,2.0,0.0,0.0,9.0,77.77777777777779,3.0,4.0
d4995424,40.0,40.0,40.0,40.0,16.0,9.0,1.0,5.0,2.0,33.0,75.75757575757575,3.0,3.75
d8444815,35.0,40.0,40.0,40.0,6.0,8.0,1.0,0.0,1.0,16.0,87.5,3.0,4.5
d10120588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2204969,25.0,30.0,30.0,25.0,6.0,13.0,14.0,14.0,20.0,67.0,28.35820895522388,2.75,1.5
d10074247,45.0,40.0,45.0,45.0,18.0,17.0,0.0,1.0,4.0,40.0,87.5,3.25,4.5
d12786386,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,75.0,0.0,3.75
d5773726,50.0,50.0,45.0,40.0,2.0,3.0,0.0,0.0,0.0,5.0,100.0,4.5,5.0
d7290704,30.0,35.0,30.0,35.0,0.0,1.0,1.0,0.0,2.0,4.0,25.0,2.5,1.25
d1471846,35.0,30.0,30.0,40.0,128.0,180.0,107.0,77.0,146.0,638.0,48.275862068965516,3.5,2.5
d968410,40.0,40.0,40.0,40.0,5.0,4.0,0.0,0.0,3.0,12.0,75.0,3.0,3.75
d3440053,35.0,30.0,30.0,35.0,3.0,7.0,0.0,0.0,2.0,12.0,83.33333333333334,2.5,4.25
d12179062,40.0,40.0,40.0,40.0,55.0,19.0,8.0,3.0,0.0,85.0,87.05882352941177,3.0,4.25
d777948,35.0,35.0,35.0,35.0,35.0,142.0,75.0,22.0,18.0,292.0,60.61643835616438,3.5,3.0
d3354892,40.0,40.0,40.0,40.0,12.0,2.0,3.0,0.0,1.0,18.0,77.77777777777779,3.0,4.0
d10347435,45.0,45.0,45.0,45.0,22.0,0.0,2.0,1.0,1.0,26.0,84.61538461538461,3.5,4.25
d4424476,45.0,45.0,50.0,50.0,9.0,4.0,2.0,0.0,0.0,15.0,86.66666666666667,3.5,4.25
d7737888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5609013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d1021864,40.0,40.0,40.0,35.0,33.0,48.0,25.0,8.0,12.0,126.0,64.28571428571429,4.0,3.25
d9580170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d5503449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d12001752,50.0,50.0,45.0,50.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,3.5,5.0
d1938628,50.0,45.0,50.0,35.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,4.5,5.0
d7061005,35.0,35.0,35.0,35.0,4.0,5.0,2.0,3.0,4.0,18.0,50.0,2.5,2.5
d10265062,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,100.0,0.0,5.0
d13160338,45.0,45.0,45.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.5,5.0
d10273873,40.0,40.0,40.0,40.0,21.0,8.0,2.0,3.0,0.0,34.0,85.29411764705883,3.0,4.25
d7294256,45.0,45.0,45.0,45.0,233.0,109.0,26.0,11.0,8.0,387.0,88.37209302325581,4.5,4.5
d7359075,45.0,45.0,45.0,45.0,212.0,75.0,16.0,4.0,15.0,322.0,89.13043478260869,4.5,4.5
d2492459,40.0,40.0,35.0,35.0,47.0,33.0,16.0,6.0,11.0,113.0,70.79646017699115,3.75,3.5
d714229,45.0,45.0,40.0,45.0,53.0,12.0,8.0,1.0,2.0,76.0,85.52631578947368,4.5,4.25
d3473579,35.0,30.0,30.0,25.0,17.0,12.0,6.0,9.0,15.0,59.0,49.152542372881356,3.0,2.5
d13010317,45.0,45.0,40.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.25,5.0
d8540554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1358388,35.0,40.0,35.0,45.0,3.0,2.0,1.0,1.0,3.0,10.0,50.0,4.0,2.5
d2434871,35.0,40.0,35.0,40.0,1.0,2.0,1.0,0.0,0.0,4.0,75.0,2.75,3.75
d1163070,40.0,40.0,40.0,40.0,31.0,18.0,5.0,1.0,4.0,59.0,83.05084745762711,4.0,4.25
d4327708,35.0,35.0,35.0,35.0,62.0,99.0,59.0,33.0,34.0,287.0,56.09756097560976,3.5,2.75
d12966668,45.0,40.0,35.0,40.0,94.0,40.0,22.0,22.0,12.0,190.0,70.52631578947368,3.0,3.5
d10062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d8621310,40.0,45.0,45.0,45.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,3.25,5.0
d9740668,40.0,40.0,40.0,40.0,5.0,4.0,5.0,2.0,0.0,16.0,56.25,3.0,2.75
d1316243,0.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,1.0,19.0,89.47368421052632,0.0,4.5
d12130358,45.0,40.0,45.0,45.0,5.0,3.0,0.0,1.0,0.0,9.0,88.88888888888889,3.25,4.5
d4769026,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,80.0,0.0,4.0
d12929682,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,7.0,57.14285714285714,0.0,2.75
d1478362,35.0,35.0,35.0,40.0,48.0,67.0,35.0,17.0,23.0,190.0,60.526315789473685,3.5,3.0
d11726171,35.0,35.0,35.0,35.0,2.0,1.0,1.0,0.0,0.0,4.0,75.0,2.5,3.75
d6857233,40.0,35.0,35.0,35.0,40.0,30.0,0.0,0.0,3.0,73.0,95.8904109589041,3.5,4.75
d10478654,45.0,45.0,45.0,45.0,4.0,2.0,0.0,0.0,0.0,6.0,100.0,3.5,5.0
d3568245,45.0,40.0,40.0,40.0,1.0,4.0,1.0,0.0,0.0,6.0,83.33333333333334,4.0,4.25
d12900993,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d5823986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d2078308,45.0,45.0,45.0,45.0,2.0,2.0,0.0,0.0,0.0,4.0,100.0,4.5,5.0
d4340681,40.0,45.0,40.0,40.0,5.0,9.0,1.0,1.0,1.0,17.0,82.35294117647058,4.0,4.0
d10113619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7035175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1590227,45.0,45.0,40.0,40.0,7.0,2.0,0.0,1.0,0.0,10.0,90.0,4.25,4.5
d7213456,40.0,40.0,30.0,40.0,4.0,4.0,1.0,4.0,0.0,13.0,61.53846153846154,2.75,3.0
d3835330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d11802047,45.0,45.0,45.0,45.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,3.5,5.0
d8600500,35.0,35.0,30.0,35.0,6.0,3.0,3.0,1.0,1.0,14.0,64.28571428571429,2.5,3.25
d13139834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1039133,40.0,40.0,35.0,40.0,10.0,13.0,5.0,1.0,2.0,31.0,74.19354838709677,4.0,3.75
d3606061,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
d13330018,45.0,45.0,45.0,45.0,30.0,3.0,0.0,1.0,0.0,34.0,97.05882352941177,3.5,4.75
d11896495,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,100.0,0.0,5.0
d9871814,45.0,45.0,40.0,45.0,4.0,1.0,0.0,0.0,0.0,5.0,100.0,3.25,5.0
d12542816,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d13172549,40.0,40.0,40.0,40.0,14.0,3.0,0.0,4.0,1.0,22.0,77.27272727272727,3.0,3.75
d10588348,45.0,40.0,40.0,45.0,15.0,4.0,1.0,0.0,0.0,20.0,95.0,3.0,4.75
d8328468,35.0,35.0,40.0,40.0,9.0,7.0,2.0,0.0,3.0,21.0,76.19047619047619,2.75,3.75
d4106889,45.0,45.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.5,5.0
d7809594,35.0,35.0,35.0,35.0,33.0,23.0,16.0,13.0,17.0,102.0,54.90196078431373,2.5,2.75
d5796467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d2231399,45.0,40.0,40.0,40.0,937.0,233.0,99.0,45.0,48.0,1362.0,85.90308370044053,4.0,4.25
d13132561,45.0,45.0,45.0,45.0,7.0,3.0,0.0,1.0,0.0,11.0,90.9090909090909,3.5,4.5
d5122058,40.0,40.0,40.0,40.0,15.0,9.0,4.0,2.0,3.0,33.0,72.72727272727273,3.0,3.75
d8782319,40.0,45.0,40.0,45.0,3.0,4.0,0.0,0.0,0.0,7.0,100.0,3.0,5.0
d4745803,40.0,45.0,40.0,40.0,41.0,18.0,5.0,5.0,2.0,71.0,83.09859154929578,4.0,4.25
d10483602,40.0,40.0,40.0,40.0,384.0,198.0,108.0,61.0,44.0,795.0,73.20754716981132,3.0,3.75
d1340252,40.0,35.0,35.0,40.0,6.0,2.0,2.0,0.0,1.0,11.0,72.72727272727273,2.75,3.75
d7032393,35.0,35.0,35.0,40.0,86.0,102.0,40.0,31.0,23.0,282.0,66.66666666666666,3.5,3.25
d6548470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1111157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d1980845,45.0,45.0,40.0,40.0,80.0,15.0,3.0,4.0,4.0,106.0,89.62264150943396,4.25,4.5
d5966152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d9987928,40.0,40.0,40.0,40.0,24.0,20.0,6.0,3.0,0.0,53.0,83.01886792452831,3.0,4.25
d1638453,40.0,40.0,40.0,35.0,186.0,110.0,40.0,8.0,8.0,352.0,84.0909090909091,4.0,4.25
d733471,45.0,40.0,40.0,40.0,162.0,76.0,39.0,21.0,36.0,334.0,71.25748502994011,4.0,3.5
d1496254,40.0,35.0,35.0,30.0,6.0,12.0,2.0,1.0,5.0,26.0,69.23076923076923,3.5,3.5
d1601193,45.0,45.0,45.0,45.0,1247.0,383.0,86.0,24.0,36.0,1776.0,91.77927927927928,4.5,4.5
d1214445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d1044785,40.0,35.0,40.0,45.0,21.0,12.0,2.0,0.0,11.0,46.0,71.73913043478261,4.0,3.5
d10636227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d6224818,45.0,40.0,45.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.25,5.0
d3658170,40.0,35.0,35.0,40.0,25.0,25.0,12.0,5.0,1.0,68.0,73.52941176470588,3.75,3.75
d5893468,45.0,45.0,45.0,45.0,159.0,45.0,8.0,7.0,7.0,226.0,90.2654867256637,4.5,4.5
d2403746,45.0,45.0,45.0,35.0,40.0,18.0,3.0,3.0,2.0,66.0,87.87878787878788,4.25,4.5
d10823697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
d6525570,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d6827971,45.0,45.0,45.0,40.0,56.0,22.0,4.0,1.0,7.0,90.0,86.66666666666667,4.5,4.25
d3666949,30.0,25.0,25.0,25.0,2.0,5.0,1.0,1.0,8.0,17.0,41.17647058823529,2.5,2.0
d4473891,40.0,35.0,40.0,40.0,3.0,0.0,2.0,0.0,1.0,6.0,50.0,3.0,2.5
d928973,40.0,40.0,35.0,45.0,263.0,328.0,95.0,32.0,24.0,742.0,79.64959568733153,4.0,4.0
d6674587,45.0,50.0,40.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.5,5.0
d1064779,40.0,35.0,35.0,40.0,4.0,4.0,0.0,2.0,0.0,10.0,80.0,2.75,4.0
d2175342,40.0,35.0,40.0,40.0,1.0,2.0,1.0,0.0,1.0,5.0,60.0,4.0,3.0
d4607177,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d6788113,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d6701582,35.0,35.0,40.0,40.0,0.0,7.0,3.0,1.0,0.0,11.0,63.63636363636363,2.75,3.25
d5884124,0.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,3.0,15.0,46.666666666666664,0.0,2.25
d5461394,40.0,40.0,40.0,40.0,12.0,6.0,1.0,2.0,0.0,21.0,85.71428571428571,4.0,4.25
d9877640,45.0,45.0,45.0,45.0,5.0,1.0,0.0,0.0,0.0,6.0,100.0,3.5,5.0
d8138525,40.0,40.0,35.0,40.0,7.0,2.0,1.0,0.0,0.0,10.0,90.0,3.0,4.5
d5814244,45.0,45.0,45.0,45.0,9.0,2.0,1.0,1.0,0.0,13.0,84.61538461538461,3.5,4.25
d12959302,35.0,35.0,30.0,35.0,15.0,8.0,5.0,5.0,18.0,51.0,45.09803921568628,2.5,2.25
d7745594,45.0,40.0,45.0,45.0,8.0,6.0,2.0,0.0,1.0,17.0,82.35294117647058,3.25,4.0
d6210885,35.0,35.0,35.0,35.0,4.0,2.0,2.0,0.0,1.0,9.0,66.66666666666666,3.5,3.25
d5538533,40.0,35.0,30.0,25.0,6.0,9.0,6.0,0.0,3.0,24.0,62.5,3.25,3.0
d6704386,45.0,45.0,45.0,45.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,4.5,5.0
d6914829,45.0,45.0,40.0,45.0,28.0,15.0,3.0,2.0,1.0,49.0,87.75510204081633,4.5,4.5
d1336855,40.0,45.0,45.0,40.0,7.0,6.0,4.0,0.0,0.0,17.0,76.47058823529412,4.25,3.75
d12976779,35.0,30.0,35.0,35.0,10.0,9.0,8.0,2.0,2.0,31.0,61.29032258064516,2.5,3.0
d8295627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3538791,45.0,45.0,40.0,45.0,37.0,13.0,3.0,1.0,1.0,55.0,90.9090909090909,4.5,4.5
d2718287,45.0,45.0,40.0,35.0,5.0,0.0,0.0,1.0,0.0,6.0,83.33333333333334,4.0,4.25
d991746,45.0,45.0,45.0,40.0,5.0,0.0,1.0,0.0,0.0,6.0,83.33333333333334,4.5,4.25
d6909961,35.0,35.0,35.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,2.5,5.0
d4953440,30.0,30.0,30.0,35.0,11.0,10.0,12.0,9.0,13.0,55.0,38.18181818181819,3.0,2.0
d4271126,50.0,50.0,50.0,50.0,8.0,1.0,0.0,1.0,0.0,10.0,90.0,3.75,4.5
d858443,45.0,45.0,45.0,45.0,15.0,7.0,4.0,0.0,0.0,26.0,84.61538461538461,4.5,4.25
d5887499,45.0,40.0,45.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,4.5,5.0
d5075255,35.0,40.0,40.0,40.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,3.0,0.0
d11825461,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,10.0,80.0,0.0,4.0
d2282225,40.0,35.0,40.0,35.0,89.0,79.0,23.0,13.0,22.0,226.0,74.33628318584071,3.75,3.75
d1516970,25.0,30.0,30.0,30.0,0.0,1.0,1.0,3.0,0.0,5.0,20.0,2.0,1.0
d1863141,45.0,45.0,45.0,40.0,1286.0,371.0,90.0,35.0,25.0,1807.0,91.6989485334809,4.5,4.5
d4479230,40.0,40.0,45.0,45.0,9.0,11.0,1.0,3.0,2.0,26.0,76.92307692307693,4.25,3.75
d7100005,45.0,40.0,40.0,40.0,32.0,8.0,3.0,1.0,1.0,45.0,88.88888888888889,4.0,4.5
d7123884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d8592434,35.0,35.0,30.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,2.5,5.0
d5792723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d2454367,45.0,40.0,40.0,35.0,8.0,1.0,1.0,0.0,0.0,10.0,90.0,4.0,4.5
d11952751,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d4954877,40.0,40.0,40.0,40.0,75.0,32.0,8.0,4.0,29.0,148.0,72.2972972972973,3.0,3.5
d734276,40.0,40.0,35.0,35.0,45.0,18.0,2.0,5.0,9.0,79.0,79.74683544303798,3.75,4.0
d1422056,35.0,35.0,35.0,35.0,38.0,39.0,33.0,27.0,40.0,177.0,43.50282485875706,3.5,2.25
d830073,35.0,35.0,35.0,35.0,7.0,7.0,0.0,3.0,0.0,17.0,82.35294117647058,3.5,4.0
d7392571,40.0,40.0,45.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
d10499542,0.0,0.0,0.0,0.0,6.0,15.0,2.0,0.0,1.0,24.0,87.5,0.0,4.5
d11812805,45.0,45.0,40.0,45.0,10.0,0.0,0.0,0.0,0.0,10.0,100.0,3.25,5.0
d8595769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3345797,35.0,40.0,40.0,35.0,2.0,1.0,1.0,0.0,0.0,4.0,75.0,3.75,3.75
d911495,45.0,45.0,40.0,40.0,114.0,65.0,8.0,12.0,13.0,212.0,84.43396226415094,4.25,4.25
d5815672,50.0,50.0,45.0,50.0,8.0,5.0,2.0,0.0,0.0,15.0,86.66666666666667,3.5,4.25
d12157238,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,5.0
d10221858,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d4173638,40.0,40.0,45.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
d3983051,40.0,40.0,40.0,35.0,4.0,2.0,0.0,2.0,2.0,10.0,60.0,4.0,3.0
d10031086,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d5956749,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
d10100685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d10125440,0.0,0.0,0.0,0.0,7.0,5.0,1.0,1.0,2.0,16.0,75.0,0.0,3.75
d816026,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,80.0,0.0,4.0
d4557920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3977933,40.0,45.0,40.0,45.0,118.0,42.0,17.0,5.0,9.0,191.0,83.7696335078534,4.25,4.25
d6481772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d7266594,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,60.0,0.0,3.0
d11752108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d901691,35.0,30.0,30.0,30.0,3.0,7.0,2.0,2.0,2.0,16.0,62.5,3.0,3.0
d10505192,40.0,40.0,40.0,40.0,13.0,11.0,5.0,1.0,5.0,35.0,68.57142857142857,3.0,3.5
d1074929,40.0,40.0,35.0,35.0,186.0,154.0,60.0,24.0,18.0,442.0,76.92307692307693,3.75,3.75
d2394471,35.0,40.0,35.0,40.0,42.0,60.0,15.0,9.0,3.0,129.0,79.06976744186046,3.75,4.0
d7078944,45.0,45.0,45.0,45.0,13.0,4.0,1.0,0.0,0.0,18.0,94.44444444444444,3.5,4.75
d8681162,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,66.66666666666666,0.0,3.25
d3303412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d4928093,45.0,40.0,40.0,40.0,17.0,11.0,3.0,1.0,1.0,33.0,84.84848484848484,4.0,4.25
d8356790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d3329465,40.0,40.0,40.0,40.0,11.0,4.0,6.0,3.0,1.0,25.0,60.0,4.0,3.0
d6948548,30.0,35.0,30.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,2.5,5.0
d1170504,40.0,40.0,45.0,35.0,73.0,52.0,14.0,6.0,5.0,150.0,83.33333333333334,4.0,4.25
d2648706,45.0,40.0,40.0,40.0,180.0,83.0,20.0,22.0,11.0,316.0,83.22784810126582,4.0,4.25
d1500418,45.0,45.0,40.0,45.0,207.0,52.0,23.0,15.0,10.0,307.0,84.36482084690554,4.5,4.25
d7784893,45.0,45.0,40.0,45.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,3.25,5.0
d2694088,40.0,40.0,40.0,40.0,73.0,63.0,21.0,14.0,16.0,187.0,72.72727272727273,4.0,3.75
d1981701,45.0,45.0,40.0,40.0,343.0,153.0,42.0,25.0,17.0,580.0,85.51724137931035,4.25,4.25
d12998325,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d4911406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4923454,30.0,35.0,35.0,35.0,3.0,2.0,0.0,2.0,7.0,14.0,35.714285714285715,2.5,1.75
d1074450,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,66.66666666666666,0.0,3.25
d1596756,35.0,40.0,45.0,50.0,73.0,29.0,6.0,4.0,3.0,115.0,88.69565217391305,4.25,4.5
d2401326,50.0,50.0,45.0,50.0,18.0,6.0,1.0,5.0,4.0,34.0,70.58823529411765,3.5,3.5
d6950692,40.0,40.0,40.0,40.0,6.0,2.0,3.0,0.0,1.0,12.0,66.66666666666666,3.0,3.25
d1349287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5483186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
d1054677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d7988880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d919026,40.0,40.0,40.0,40.0,91.0,111.0,35.0,14.0,8.0,259.0,77.99227799227799,4.0,4.0
d7992710,40.0,35.0,35.0,40.0,7.0,7.0,2.0,5.0,2.0,23.0,60.86956521739131,2.75,3.0
d8719983,50.0,45.0,50.0,50.0,3.0,3.0,0.0,0.0,0.0,6.0,100.0,3.5,5.0
d10716601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
d4183418,50.0,50.0,50.0,50.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,3.75,5.0
d1389582,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,5.0,80.0,0.0,4.0
d8748265,40.0,40.0,35.0,40.0,17.0,11.0,3.0,0.0,2.0,33.0,84.84848484848484,3.0,4.25
d9746545,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,33.33333333333333,0.0,1.75
d2167575,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
d9748028,40.0,50.0,40.0,45.0,1.0,0.0,0.0,1.0,0.0,2.0,50.0,3.25,2.5
d784015,30.0,30.0,30.0,30.0,4.0,11.0,8.0,9.0,5.0,37.0,40.54054054054054,3.0,2.0
d10100759,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,100.0,0.0,5.0
d697134,35.0,35.0,35.0,35.0,4.0,3.0,10.0,1.0,4.0,22.0,31.818181818181817,2.5,1.5
d5776159,30.0,30.0,25.0,30.0,1.0,2.0,1.0,0.0,1.0,5.0,60.0,2.0,3.0
d2253702,45.0,40.0,45.0,40.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,4.25,5.0
d10397623,50.0,45.0,45.0,50.0,7.0,0.0,0.0,0.0,2.0,9.0,77.77777777777779,3.5,4.0
d10782407,35.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,2.5,5.0
