ta_id,tr_ratings,profitrew,ratings_summary,ball
d1436484,29.0,34.48275862068966,1.5,1.75
d7678253,0.0,0.0,0.0,0.0
d3249290,189.0,71.95767195767196,4.0,3.5
d966349,26.0,80.76923076923076,4.0,4.0
d5976629,5.0,80.0,3.25,4.0
d943817,40.0,90.0,4.0,4.5
d7716039,4.0,100.0,3.25,5.0
d785001,37.0,86.4864864864865,4.0,4.25
d5873362,0.0,0.0,0.0,0.0
d13388210,13.0,100.0,3.75,5.0
d1044074,1.0,0.0,0.0,0.0
d12404570,8.0,75.0,0.0,3.75
d8518333,5.0,100.0,3.0,5.0
d12814073,6.0,100.0,0.0,5.0
d7927737,6.0,100.0,3.0,5.0
d5422750,8.0,100.0,0.0,5.0
d3335497,0.0,0.0,0.0,0.0
d7706566,70.0,91.42857142857143,3.0,4.5
d6582014,2.0,50.0,3.0,2.5
d8015596,34.0,91.17647058823529,2.5,4.5
d7615665,0.0,0.0,0.0,0.0
d5087841,293.0,68.94197952218431,3.5,3.5
d1171370,385.0,81.29870129870129,4.0,4.0
d7285373,0.0,0.0,0.0,0.0
d13009617,2.0,50.0,0.0,2.5
d2258512,421.0,89.31116389548694,4.0,4.5
d7368562,0.0,0.0,0.0,0.0
d7649127,4.0,100.0,3.25,5.0
d8820552,53.0,83.01886792452831,3.0,4.25
d5122854,0.0,0.0,0.0,0.0
d3452159,186.0,60.21505376344086,3.75,3.0
d8107303,21.0,95.23809523809523,3.75,4.75
d8051617,4.0,0.0,0.0,0.0
d7779580,11.0,9.090909090909092,2.0,0.5
d13196377,50.0,86.0,3.0,4.25
d3527385,138.0,61.59420289855072,3.5,3.0
d7071807,1.0,100.0,3.0,5.0
d2044901,11.0,54.54545454545454,3.5,2.75
d11657958,3.0,100.0,3.5,5.0
d9716354,4.0,50.0,0.0,2.5
d7201979,14.0,78.57142857142857,3.5,4.0
d781965,0.0,0.0,0.0,0.0
d3741466,3.0,100.0,3.25,5.0
d4794422,11.0,63.63636363636363,3.0,3.25
d801369,422.0,87.44075829383884,4.5,4.25
d1389580,0.0,0.0,0.0,0.0
d803888,175.0,96.0,5.0,4.75
d3471933,29.0,86.20689655172413,4.0,4.25
d4768272,7.0,100.0,0.0,5.0
d1138424,8.0,75.0,3.5,3.75
d7084672,43.0,93.02325581395347,4.0,4.75
d11723730,37.0,94.5945945945946,3.5,4.75
d774840,228.0,85.96491228070175,4.25,4.25
d9552997,16.0,93.75,3.25,4.75
d8051164,253.0,53.35968379446641,2.75,2.75
d5267661,74.0,74.32432432432431,3.5,3.75
d5895333,3.0,100.0,0.0,5.0
d7786980,2.0,100.0,0.0,5.0
d4185991,5282.0,73.19197273759941,4.0,3.75
d1039138,4.0,75.0,3.0,3.75
d4493632,127.0,95.27559055118108,4.5,4.75
d5994513,10.0,30.0,3.0,1.5
d4299330,27.0,100.0,3.5,5.0
d5094071,10.0,100.0,0.0,5.0
d11903739,26.0,65.38461538461539,3.0,3.25
d1867174,185.0,87.56756756756758,4.25,4.5
d1063760,123.0,86.1788617886179,4.5,4.25
d7792318,6.0,83.33333333333334,0.0,4.25
d10678894,28.0,96.42857142857143,3.5,4.75
d7121423,7.0,28.57142857142857,0.0,1.5
d8562229,9.0,66.66666666666666,2.75,3.25
d2302219,78.0,84.61538461538461,4.5,4.25
d2254302,38.0,76.31578947368422,3.5,3.75
d10525187,9.0,88.8888888888889,3.75,4.5
d5491345,1.0,100.0,0.0,5.0
d13174041,0.0,0.0,0.0,0.0
d1315969,0.0,0.0,0.0,0.0
d12225324,16.0,93.75,3.75,4.75
d2407550,154.0,57.7922077922078,3.5,3.0
d12208300,62.0,66.12903225806451,3.0,3.25
d8281442,1.0,100.0,2.75,5.0
d12187896,0.0,0.0,0.0,0.0
d2401778,177.0,94.91525423728814,4.5,4.75
d4943504,34.0,94.11764705882351,4.5,4.75
d3331811,13.0,76.92307692307693,3.5,3.75
d997398,18.0,94.44444444444444,3.5,4.75
d1581705,0.0,0.0,0.0,0.0
d2321702,51.0,68.62745098039215,4.0,3.5
d4816501,4.0,75.0,3.0,3.75
d1130364,288.0,90.2777777777778,4.0,4.5
d1870327,0.0,0.0,0.0,0.0
d5972519,1.0,100.0,0.0,5.0
d7185728,22.0,86.36363636363636,3.5,4.25
d734065,371.0,79.51482479784366,4.0,4.0
d9567930,20.0,65.0,2.5,3.25
d12379335,2.0,100.0,0.0,5.0
d1331948,4.0,75.0,3.75,3.75
d10816816,179.0,86.59217877094973,3.5,4.25
d1134242,203.0,86.69950738916256,4.0,4.25
d778288,209.0,79.90430622009569,4.0,4.0
d11717508,3.0,66.66666666666666,2.25,3.25
d969550,61.0,93.44262295081968,4.5,4.75
d7124358,2.0,100.0,0.0,5.0
d4131519,46.0,82.6086956521739,4.0,4.25
d2714918,61.0,81.96721311475409,4.25,4.0
d10459792,0.0,0.0,0.0,0.0
d3619725,0.0,0.0,0.0,0.0
d1456452,57.0,94.73684210526315,4.0,4.75
d2297973,578.0,82.00692041522491,4.5,4.0
d12180983,6.0,100.0,3.5,5.0
d10623001,50.0,60.0,2.75,3.0
d7264962,307.0,90.87947882736157,4.5,4.5
d13238906,32.0,43.75,3.0,2.25
d5986745,1.0,100.0,0.0,5.0
d7342150,58.0,60.3448275862069,2.75,3.0
d5971745,28.0,96.42857142857143,4.5,4.75
d8711254,124.0,89.51612903225808,3.25,4.5
d2500674,101.0,59.4059405940594,3.5,3.0
d4455546,2.0,100.0,4.0,5.0
d10470893,190.0,76.84210526315789,3.0,3.75
d12921739,1.0,100.0,3.0,5.0
d5966918,9.0,55.555555555555564,2.75,2.75
d809300,47.0,85.1063829787234,4.0,4.25
d7960321,5.0,100.0,0.0,5.0
d1314895,2215.0,71.37697516930022,3.75,3.5
d10135970,1.0,0.0,0.0,0.0
d1216731,155.0,29.032258064516128,2.5,1.5
d7911666,12.0,91.66666666666666,3.25,4.5
d9584878,840.0,70.0,3.0,3.5
d1123589,1.0,0.0,3.5,0.0
d3675451,4.0,100.0,3.0,5.0
d3869571,39.0,74.35897435897436,4.0,3.75
d7178506,4.0,100.0,0.0,5.0
d7917738,4.0,75.0,0.0,3.75
d8826517,20.0,95.0,3.5,4.75
d9753981,2.0,0.0,0.0,0.0
d12344582,19.0,73.68421052631578,3.0,3.75
d7595637,4.0,25.0,0.0,1.25
d13001948,1.0,100.0,0.0,5.0
d7100354,1.0,100.0,0.0,5.0
d10057616,723.0,84.09405255878285,3.0,4.25
d9809499,0.0,0.0,0.0,0.0
d12864879,4.0,100.0,0.0,5.0
d13163767,34.0,91.17647058823529,3.25,4.5
d13316524,3.0,100.0,3.5,5.0
d12671389,3015.0,67.69485903814261,4.0,3.5
d8746580,57.0,70.17543859649122,3.0,3.5
d6419399,6.0,16.666666666666664,2.75,0.75
d8709760,0.0,0.0,0.0,0.0
d3541160,34.0,70.58823529411767,3.0,3.5
d6915874,22.0,81.81818181818183,2.75,4.0
d10499591,0.0,0.0,0.0,0.0
d8308960,1.0,0.0,3.0,0.0
d7992008,1.0,100.0,0.0,5.0
d5433596,20.0,60.0,2.75,3.0
d802308,6.0,83.33333333333334,4.25,4.25
d7283485,4.0,50.0,4.0,2.5
d4891254,0.0,0.0,0.0,0.0
d8662229,103.0,60.19417475728155,2.5,3.0
d12246125,0.0,0.0,0.0,0.0
d8339795,3.0,66.66666666666666,2.5,3.25
d11278601,18.0,100.0,3.0,5.0
d2324293,70.0,80.0,4.0,4.0
d10046023,22.0,90.9090909090909,3.0,4.5
d10637959,15.0,80.0,2.5,4.0
d2311038,3.0,66.66666666666666,3.0,3.25
d12944877,3.0,100.0,0.0,5.0
d13167937,2.0,100.0,3.25,5.0
d11914502,6.0,66.66666666666666,0.0,3.25
d680446,597.0,55.77889447236181,3.5,2.75
d3834425,11.0,72.72727272727273,4.5,3.75
d7381060,66.0,93.93939393939394,4.0,4.75
d7844725,2.0,100.0,3.5,5.0
d1422391,0.0,0.0,0.0,0.0
d1458082,175.0,83.42857142857143,4.0,4.25
d12818529,73.0,54.794520547945204,2.5,2.75
d12994508,0.0,0.0,0.0,0.0
d10225425,11.0,63.63636363636363,2.5,3.25
d11961922,0.0,0.0,0.0,0.0
d12413457,78.0,89.74358974358975,3.5,4.5
d1436912,12.0,91.66666666666666,3.5,4.5
d12097397,4.0,100.0,3.5,5.0
d5793266,0.0,0.0,0.0,0.0
d2008444,0.0,0.0,0.0,0.0
d4458245,19.0,73.68421052631578,3.75,3.75
d11655563,2.0,50.0,2.75,2.5
d2705772,25.0,96.0,4.0,4.75
d5123000,16.0,50.0,0.0,2.5
d1952605,55.0,58.18181818181818,3.75,3.0
d5816620,0.0,0.0,0.0,0.0
d5954049,47.0,80.85106382978722,4.5,4.0
d824616,5.0,40.0,3.0,2.0
d5038638,26.0,26.923076923076927,2.0,1.25
d784342,3.0,66.66666666666666,0.0,3.25
d7274029,2.0,100.0,0.0,5.0
d785197,24.0,75.0,3.75,3.75
d1216006,1.0,0.0,0.0,0.0
d12347064,4.0,100.0,3.5,5.0
d1045672,328.0,71.95121951219512,4.0,3.5
d6354036,0.0,0.0,0.0,0.0
d8711936,2.0,100.0,0.0,5.0
d5779475,0.0,0.0,0.0,0.0
d7595638,2.0,50.0,3.0,2.5
d12166272,1.0,100.0,3.25,5.0
d10637241,118.0,85.59322033898306,3.0,4.25
d1322384,3.0,33.33333333333333,3.5,1.75
d3524955,4.0,100.0,0.0,5.0
d10166285,6.0,66.66666666666666,0.0,3.25
d1568045,706.0,78.04532577903683,4.0,4.0
d6995409,3.0,100.0,0.0,5.0
d12152093,2.0,100.0,0.0,5.0
d8784868,2.0,100.0,2.75,5.0
d13161037,48.0,16.666666666666664,2.0,0.75
d7732667,7.0,85.71428571428571,0.0,4.25
d7787527,3.0,66.66666666666666,3.0,3.25
d1422208,35.0,85.71428571428571,3.5,4.25
d10880444,12.0,75.0,3.0,3.75
d2520860,14.0,78.57142857142857,4.0,4.0
d10757955,4.0,100.0,0.0,5.0
d1790680,0.0,0.0,0.0,0.0
d801385,224.0,75.44642857142857,4.0,3.75
d3320568,15.0,100.0,4.0,5.0
d8762917,13.0,69.23076923076923,2.75,3.5
d12873313,8.0,100.0,0.0,5.0
d4070200,22.0,86.36363636363636,4.25,4.25
d2154179,81.0,75.30864197530866,4.0,3.75
d695142,0.0,0.0,0.0,0.0
d13295123,5.0,80.0,3.5,4.0
d7384852,9.0,100.0,0.0,5.0
d3822395,8.0,50.0,1.25,2.5
d3438625,30.0,43.33333333333334,3.25,2.25
d1097519,137.0,82.48175182481751,4.0,4.0
d11741666,0.0,0.0,0.0,0.0
d6621416,7.0,42.857142857142854,0.0,2.25
d947430,2.0,100.0,3.0,5.0
d4782958,1.0,0.0,0.0,0.0
d1316018,137.0,91.97080291970805,4.5,4.5
d4235110,11.0,90.9090909090909,3.25,4.5
d9704878,92.0,68.47826086956522,3.0,3.5
d8383259,1.0,100.0,0.0,5.0
d8278084,16.0,93.75,3.25,4.75
d5308404,0.0,0.0,0.0,0.0
d13117362,2.0,100.0,0.0,5.0
d2387543,28.0,85.71428571428571,4.5,4.25
d1359319,5.0,80.0,3.5,4.0
d797664,161.0,60.24844720496895,3.75,3.0
d12874574,0.0,0.0,0.0,0.0
d2351432,53.0,79.24528301886792,4.0,4.0
d8479714,3.0,100.0,2.75,5.0
d8570595,44.0,86.36363636363636,3.0,4.25
d6638613,18.0,88.8888888888889,3.5,4.5
d6201738,21.0,85.71428571428571,3.25,4.25
d1028132,14.0,85.71428571428571,3.5,4.25
d9749145,0.0,0.0,0.0,0.0
d8803345,8.0,100.0,3.0,5.0
d11506408,0.0,0.0,0.0,0.0
d1019033,368.0,85.59782608695652,4.5,4.25
d1881535,99.0,75.75757575757575,4.0,3.75
d7186344,24.0,79.16666666666666,4.5,4.0
d4793502,8.0,75.0,3.0,3.75
d2063997,4.0,100.0,4.0,5.0
d8856627,6.0,66.66666666666666,0.0,3.25
d788235,2.0,50.0,0.0,2.5
d2028026,118.0,75.42372881355931,4.0,3.75
d4942888,17.0,88.23529411764706,2.5,4.5
d1875289,101.0,79.20792079207921,3.0,4.0
d12543341,14.0,100.0,3.5,5.0
d5519135,2.0,50.0,2.5,2.5
d9750098,7.0,57.14285714285714,2.5,2.75
d817033,32.0,84.375,3.75,4.25
d4492734,0.0,0.0,0.0,0.0
d6713416,15.0,100.0,3.5,5.0
d1035194,75.0,82.66666666666667,4.0,4.25
d1849630,12.0,50.0,3.5,2.5
d6619294,0.0,0.0,0.0,0.0
d8461753,11.0,81.81818181818183,3.5,4.0
d7942083,171.0,69.00584795321637,3.0,3.5
d10285148,2.0,100.0,0.0,5.0
d5422900,52.0,80.76923076923076,3.0,4.0
d8776269,167.0,72.45508982035929,2.75,3.5
d7271511,9.0,100.0,4.75,5.0
d5821519,22.0,77.27272727272727,3.5,3.75
d1356204,2.0,100.0,0.0,5.0
d9828585,67.0,88.05970149253731,3.0,4.5
d7656203,31.0,48.387096774193544,3.0,2.5
d12146451,39.0,89.74358974358975,3.25,4.5
d8365285,12.0,66.66666666666666,0.0,3.25
d7733296,21.0,47.61904761904761,2.5,2.5
d2313557,127.0,92.91338582677166,4.5,4.75
d5058953,60.0,80.0,3.5,4.0
d7277888,20.0,30.0,2.25,1.5
d5122788,0.0,0.0,0.0,0.0
d2373003,20.0,70.0,3.0,3.5
d4844059,1.0,100.0,0.0,5.0
d9819286,4.0,100.0,3.5,5.0
d4794128,10.0,80.0,2.75,4.0
d2623679,51.0,70.58823529411767,4.0,3.5
d3640266,9.0,100.0,3.75,5.0
d12275378,2.0,50.0,0.0,2.5
d897021,264.0,90.15151515151516,4.5,4.5
d8518295,0.0,0.0,0.0,0.0
d10672858,0.0,0.0,0.0,0.0
d8742821,15.0,60.0,2.5,3.0
d7187001,94.0,60.63829787234043,3.5,3.0
d3546575,13.0,92.30769230769229,4.0,4.5
d10158397,11.0,81.81818181818183,2.25,4.0
d2620422,18.0,83.33333333333334,3.75,4.25
d4040640,15.0,60.0,2.5,3.0
d8097708,2.0,0.0,0.0,0.0
d2099067,346.0,82.08092485549132,4.0,4.0
d4168534,1.0,100.0,1.75,5.0
d6935701,4.0,100.0,0.0,5.0
d7916144,15.0,80.0,3.5,4.0
d12792802,2.0,100.0,0.0,5.0
d1474626,111.0,92.7927927927928,4.25,4.75
d3539658,4.0,75.0,3.75,3.75
d11799323,3.0,66.66666666666666,0.0,3.25
d4546550,434.0,69.5852534562212,4.0,3.5
d12554634,5.0,20.0,0.0,1.0
d12545120,5.0,80.0,2.5,4.0
d4010962,21.0,80.95238095238095,4.75,4.0
d8705250,3.0,33.33333333333333,0.0,1.75
d4931818,4.0,100.0,0.0,5.0
d12826485,4.0,100.0,3.0,5.0
d2085262,85.0,87.05882352941177,4.0,4.25
d8447505,7.0,71.42857142857143,0.0,3.5
d718173,41.0,87.8048780487805,4.25,4.5
d5796559,17.0,70.58823529411767,4.0,3.5
d719817,486.0,92.798353909465,4.5,4.75
d6970771,104.0,60.57692307692307,3.0,3.0
d4767900,40.0,87.5,4.5,4.5
d753350,5.0,80.0,0.0,4.0
d4355237,20.0,95.0,3.0,4.75
d696233,735.0,85.85034013605444,4.25,4.25
d10449150,12.0,100.0,3.5,5.0
d11802066,4.0,25.0,2.75,1.25
d928576,1807.0,72.38516878804649,4.0,3.5
d4148855,3.0,66.66666666666666,3.0,3.25
d4085566,18.0,61.111111111111114,3.0,3.0
d9877436,9.0,88.8888888888889,0.0,4.5
d1071804,8.0,12.5,1.75,0.5
d3707818,36.0,58.33333333333334,3.5,3.0
d2500555,0.0,0.0,0.0,0.0
d5989960,44.0,61.36363636363637,3.75,3.0
d8274228,468.0,97.86324786324785,3.5,5.0
d13277746,140.0,85.0,3.25,4.25
d12461973,2.0,50.0,2.5,2.5
d1080742,2.0,100.0,0.0,5.0
d6436513,6.0,83.33333333333334,4.5,4.25
d1359963,9.0,44.444444444444436,2.0,2.25
d10821604,0.0,0.0,0.0,0.0
d2251696,26.0,76.92307692307693,4.25,3.75
d4473862,14.0,92.85714285714286,4.0,4.75
d8619499,0.0,0.0,0.0,0.0
d13205446,1.0,100.0,0.0,5.0
d3346801,0.0,0.0,0.0,0.0
d8037044,33.0,100.0,3.75,5.0
d3187269,3.0,100.0,3.25,5.0
d4414980,1.0,100.0,3.5,5.0
d7744930,34.0,82.35294117647058,3.0,4.0
d1419011,219.0,78.08219178082193,4.0,4.0
d4873421,24.0,62.5,3.75,3.0
d7352945,17.0,82.35294117647058,3.25,4.0
d2631420,2.0,0.0,2.5,0.0
d2487031,11.0,54.54545454545454,3.5,2.75
d12323706,6.0,100.0,3.5,5.0
d10730580,2.0,100.0,2.0,5.0
d3506395,87.0,43.678160919540225,3.0,2.25
d10509453,12.0,91.66666666666666,2.5,4.5
d4891825,101.0,74.25742574257426,4.0,3.75
d1103656,3.0,100.0,0.0,5.0
d734189,331.0,61.93353474320242,3.5,3.0
d1009373,18.0,88.8888888888889,3.75,4.5
d7137908,27.0,96.29629629629628,4.5,4.75
d6206674,1.0,100.0,0.0,5.0
d2035885,4.0,75.0,4.0,3.75
d9740148,0.0,0.0,0.0,0.0
d12338008,19.0,100.0,3.5,5.0
d9749609,67.0,92.5373134328358,3.5,4.75
d10335983,9.0,100.0,3.5,5.0
d10146360,7.0,85.71428571428571,0.0,4.25
d3590682,47.0,87.23404255319151,4.5,4.25
d5220255,0.0,0.0,0.0,0.0
d8672746,1.0,100.0,3.0,5.0
d1421187,91.0,68.13186813186813,3.5,3.5
d5537423,0.0,0.0,0.0,0.0
d719268,721.0,85.02080443828017,4.5,4.25
d3833382,4.0,75.0,4.0,3.75
d786290,13.0,76.92307692307693,4.0,3.75
d10440369,8.0,100.0,3.25,5.0
d10831953,27.0,44.444444444444436,2.75,2.25
d3793122,7.0,85.71428571428571,0.0,4.25
d13421037,3.0,100.0,3.0,5.0
d1017655,180.0,58.33333333333334,3.5,3.0
d1014135,59.0,74.57627118644069,4.0,3.75
d8798840,13.0,76.92307692307693,3.0,3.75
d7255558,10.0,100.0,4.25,5.0
d8733137,9.0,77.7777777777778,3.0,4.0
d7595642,3.0,66.66666666666666,0.0,3.25
d8645024,0.0,0.0,0.0,0.0
d730500,879.0,60.63708759954493,3.5,3.0
d5888769,78.0,84.61538461538461,4.0,4.25
d9605960,1.0,100.0,0.0,5.0
d9994570,193.0,84.97409326424871,3.25,4.25
d1486745,1.0,100.0,0.0,5.0
d1889514,65.0,72.30769230769229,3.5,3.5
d1986524,1753.0,90.1312036508842,4.5,4.5
d3929699,2.0,100.0,4.25,5.0
d7652991,0.0,0.0,0.0,0.0
d680458,349.0,36.67621776504298,3.0,1.75
d2256922,11.0,81.81818181818183,4.0,4.0
d7605092,9.0,55.555555555555564,1.0,2.75
d3345270,22.0,45.45454545454545,3.5,2.25
d5804331,1.0,100.0,4.0,5.0
d4084438,1.0,100.0,0.0,5.0
d3437156,1357.0,82.75607958732498,4.25,4.25
d5496500,10.0,40.0,3.0,2.0
d7894573,1.0,100.0,3.5,5.0
d1062598,31.0,80.64516129032258,4.0,4.0
d7332541,13.0,69.23076923076923,2.5,3.5
d2587263,167.0,97.60479041916169,4.0,5.0
d3239521,248.0,62.096774193548384,3.5,3.0
d8787538,7.0,14.285714285714285,0.0,0.75
d7083373,21.0,90.4761904761905,3.5,4.5
d4431432,85.0,74.11764705882355,3.5,3.75
d12860711,23.0,91.30434782608695,3.5,4.5
d1995544,42.0,40.476190476190474,3.25,2.0
d1356015,3.0,66.66666666666666,2.0,3.25
d718309,0.0,0.0,0.0,0.0
d4844204,2.0,50.0,0.0,2.5
d10192258,0.0,0.0,0.0,0.0
d12096640,18.0,72.2222222222222,0.0,3.5
d5122064,0.0,0.0,0.0,0.0
d5570035,65.0,47.69230769230769,3.5,2.5
d1860469,117.0,83.76068376068376,4.0,4.25
d2096612,15.0,86.66666666666669,4.0,4.25
d8339618,1.0,100.0,0.0,5.0
d696278,1175.0,78.21276595744679,4.0,4.0
d8451223,13.0,76.92307692307693,3.0,3.75
d10815358,0.0,0.0,0.0,0.0
d11775614,6.0,16.666666666666664,0.0,0.75
d2243483,114.0,86.8421052631579,4.0,4.25
d7228488,203.0,54.18719211822661,3.5,2.75
d4089338,29.0,58.620689655172406,2.75,3.0
d5931903,38.0,68.42105263157895,3.75,3.5
d790576,104.0,88.46153846153845,4.0,4.5
d5123021,12.0,58.33333333333334,2.75,3.0
d9455647,13.0,92.30769230769229,0.0,4.5
d10836628,3.0,66.66666666666666,2.75,3.25
d5122849,6.0,50.0,0.0,2.5
d12786833,5.0,80.0,0.0,4.0
d10457805,2.0,100.0,0.0,5.0
d1568619,168.0,39.880952380952394,3.0,2.0
d4042938,98.0,75.51020408163265,4.25,3.75
d7886473,202.0,84.65346534653466,3.5,4.25
d3380761,0.0,0.0,0.0,0.0
d2335666,10.0,70.0,3.75,3.5
d4092803,1.0,0.0,2.0,0.0
d5508106,0.0,0.0,0.0,0.0
d3933272,12.0,91.66666666666666,0.0,4.5
d4209784,2.0,0.0,0.0,0.0
d868980,98.0,75.51020408163265,4.0,3.75
d12957854,9.0,100.0,3.5,5.0
d2264460,28.0,89.2857142857143,4.5,4.5
d3324620,41.0,78.04878048780488,4.0,4.0
d4784429,11.0,81.81818181818183,3.5,4.0
d4107075,56.0,69.64285714285714,4.0,3.5
d1103687,1.0,100.0,0.0,5.0
d1646854,179.0,88.8268156424581,4.5,4.5
d1071806,141.0,71.63120567375888,4.0,3.5
d2151556,1.0,100.0,0.0,5.0
d7302936,50.0,84.0,3.0,4.25
d3784592,167.0,94.01197604790418,4.5,4.75
d5795935,2.0,100.0,0.0,5.0
d10794914,6.0,100.0,0.0,5.0
d3411424,1.0,100.0,4.75,5.0
d12558178,0.0,0.0,0.0,0.0
d2527985,8.0,50.0,3.0,2.5
d7321457,2.0,100.0,3.5,5.0
d1353569,3.0,100.0,4.5,5.0
d3470341,14.0,78.57142857142857,4.0,4.0
d9789365,1.0,100.0,0.0,5.0
d8707617,5.0,80.0,3.25,4.0
d8531697,4.0,100.0,0.0,5.0
d7989806,100.0,56.99999999999999,3.75,2.75
d2318762,53.0,92.45283018867924,4.25,4.5
d2645740,72.0,59.72222222222222,3.75,3.0
d12453682,1.0,100.0,0.0,5.0
d7992615,3.0,100.0,0.0,5.0
d2370703,3.0,66.66666666666666,4.0,3.25
d1225424,29.0,62.06896551724138,3.75,3.0
d9881098,16.0,68.75,3.0,3.5
d8625525,102.0,69.60784313725489,3.0,3.5
d6755784,0.0,0.0,0.0,0.0
d11928149,7.0,100.0,0.0,5.0
d8462270,29.0,79.3103448275862,3.0,4.0
d12514524,36.0,88.8888888888889,3.5,4.5
d1340196,8.0,87.5,3.0,4.5
d714180,61.0,88.52459016393442,4.0,4.5
d7800221,20.0,95.0,2.75,4.75
d5444806,0.0,0.0,0.0,0.0
d2641220,158.0,91.13924050632912,4.5,4.5
d809280,440.0,87.5,4.0,4.5
d3561734,3.0,100.0,3.0,5.0
d997680,2.0,100.0,0.0,5.0
d4222402,9.0,100.0,4.25,5.0
d12097462,1.0,100.0,3.5,5.0
d6591670,56.0,80.35714285714286,4.0,4.0
d1016692,1098.0,81.23861566484517,4.25,4.0
d13322678,71.0,56.338028169014095,2.5,2.75
d6704490,12.0,58.33333333333334,2.5,3.0
d9808228,2.0,100.0,3.0,5.0
d12867989,4.0,50.0,0.0,2.5
d6698403,62.0,75.80645161290323,4.0,3.75
d7158933,7.0,85.71428571428571,3.0,4.25
d3484940,27.0,66.66666666666666,3.0,3.25
d12163999,12.0,91.66666666666666,3.0,4.5
d9805445,0.0,0.0,0.0,0.0
d941857,9.0,55.555555555555564,4.0,2.75
d13090183,0.0,0.0,0.0,0.0
d12049160,328.0,96.34146341463415,3.5,4.75
d7252091,33.0,96.96969696969695,3.5,4.75
d4768775,1.0,100.0,0.0,5.0
d1436135,9.0,55.555555555555564,0.0,2.75
d804237,22.0,77.27272727272727,4.0,3.75
d12387857,19.0,89.47368421052632,3.0,4.5
d3923751,52.0,82.69230769230771,4.5,4.25
d12832409,4.0,75.0,0.0,3.75
d1178124,223.0,52.91479820627802,3.5,2.75
d6557933,68.0,83.82352941176471,4.0,4.25
d7236057,2.0,100.0,0.0,5.0
d2289774,44.0,43.18181818181818,3.0,2.25
d7826642,10.0,80.0,3.0,4.0
d6726759,13.0,100.0,4.0,5.0
d10145896,0.0,0.0,0.0,0.0
d12674783,28.0,64.28571428571429,3.0,3.25
d789873,84.0,67.85714285714286,4.0,3.5
d8856381,13.0,53.846153846153854,2.0,2.75
d4781715,10.0,80.0,3.5,4.0
d8801895,45.0,88.8888888888889,3.5,4.5
d11824522,20.0,95.0,3.5,4.75
d2428704,8.0,50.0,3.5,2.5
d4179852,9.0,88.8888888888889,0.0,4.5
d12238910,77.0,88.31168831168831,4.0,4.5
d5562447,1.0,100.0,4.0,5.0
d940490,25.0,64.0,4.0,3.25
d4675349,9.0,55.555555555555564,3.5,2.75
d3685045,2.0,50.0,2.5,2.5
d10341101,1.0,0.0,0.0,0.0
d698007,88.0,73.86363636363636,4.0,3.75
d2477441,20.0,80.0,4.0,4.0
d4943034,1.0,100.0,0.0,5.0
d4299619,12.0,75.0,3.75,3.75
d11946005,1.0,100.0,3.5,5.0
d1329045,3.0,66.66666666666666,0.0,3.25
d5491342,2.0,100.0,0.0,5.0
d8430381,2.0,100.0,2.75,5.0
d5976509,24.0,54.16666666666666,3.0,2.75
d3563552,7.0,71.42857142857143,3.75,3.5
d11651814,4.0,75.0,3.5,3.75
d7079976,4.0,75.0,3.5,3.75
d7621252,6.0,83.33333333333334,3.5,4.25
d4412277,3.0,100.0,3.0,5.0
d12827976,4.0,100.0,0.0,5.0
d4771185,181.0,56.906077348066304,3.5,2.75
d7680733,0.0,0.0,0.0,0.0
d1465095,4.0,25.0,2.5,1.25
d2258984,8.0,62.5,4.25,3.0
d1336899,4.0,75.0,2.5,3.75
d2006103,0.0,0.0,0.0,0.0
d1023301,222.0,63.51351351351351,3.0,3.25
d10001421,31.0,83.87096774193549,2.5,4.25
d5483448,1.0,100.0,3.0,5.0
d5800154,0.0,0.0,0.0,0.0
d12691774,2.0,100.0,3.25,5.0
d7134885,21.0,61.904761904761905,4.25,3.0
d2540764,2.0,50.0,4.0,2.5
d8378672,5.0,100.0,0.0,5.0
d2543600,26.0,65.38461538461539,3.5,3.25
d1792671,87.0,62.06896551724138,3.75,3.0
d8614570,11.0,54.54545454545454,2.5,2.75
d5851593,5.0,100.0,0.0,5.0
d12012205,5.0,60.0,0.0,3.0
d5816301,0.0,0.0,0.0,0.0
d7906947,90.0,97.77777777777777,3.5,5.0
d3607486,2.0,100.0,2.0,5.0
d2321413,6.0,100.0,4.0,5.0
d7119651,6.0,100.0,5.0,5.0
d805416,46.0,80.43478260869566,4.0,4.0
d3842252,6.0,83.33333333333334,4.0,4.25
d697479,602.0,80.06644518272425,4.0,4.0
d4133810,9.0,66.66666666666666,0.0,3.25
d10662017,50.0,78.0,3.25,4.0
d2445359,8.0,87.5,4.0,4.5
d2236707,6.0,83.33333333333334,3.25,4.25
d8425132,117.0,69.23076923076923,2.75,3.5
d2621817,172.0,90.11627906976744,4.25,4.5
d3608041,9.0,55.555555555555564,4.0,2.75
d12327330,0.0,0.0,0.0,0.0
d715407,12.0,75.0,4.0,3.75
d12845967,5.0,100.0,0.0,5.0
d5972555,8.0,62.5,2.25,3.0
d7221470,43.0,90.69767441860463,3.25,4.5
d7704808,11.0,81.81818181818183,3.5,4.0
d3357269,30.0,80.0,4.5,4.0
d4225914,22.0,86.36363636363636,3.25,4.25
d7181186,12.0,91.66666666666666,3.0,4.5
d954321,98.0,88.77551020408163,4.0,4.5
d6073861,20.0,70.0,3.75,3.5
