City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,food,service,value,atmosphere,tr_rating_5,tr_rating_4,tr_rating_3,tr_rating_2,tr_rating_1,tr_ratings,profitrew,ratings_summary,ball
Rome,"['Italian', 'Seafood']",1997.0,$$ - $$$,314.0,"[['Nice variations but...', 'Tipica cucina romana in un ambiente famili...'], ['08/03/2016', '03/02/2015']]",/Restaurant_Review-g187791-d797159-Reviews-Hostaria_Calice_d_Oro-Rome_Lazio.html,d797159,40.0,40.0,35.0,35.0,2.0,2.0,2.0,0.0,0.0,6.0,66.66666666666666,3.75,3.25
London,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",4624.0,$$ - $$$,217.0,"[['£5 charge if you waste food.', 'Paolo'], ['01/07/2018', '01/03/2018']]",/Restaurant_Review-g186338-d6103998-Reviews-Sushi_Eatery-London_England.html,d6103998,40.0,35.0,40.0,35.0,93.0,74.0,30.0,23.0,45.0,265.0,63.018867924528294,3.75,3.25
Paris,"['French', 'European']",6556.0,$$ - $$$,204.0,"[['Tourist succour', 'Cheap cheap!'], ['11/14/2017', '08/07/2017']]",/Restaurant_Review-g187147-d3863527-Reviews-Maison_Blanche-Paris_Ile_de_France.html,d3863527,35.0,35.0,35.0,35.0,41.0,48.0,14.0,13.0,12.0,128.0,69.53125,3.5,3.5
Zurich,,720.0,,29.0,"[['A great place for a late breakfast on a Su...', 'excellent'], ['07/04/2017', '01/04/2017']]",/Restaurant_Review-g188113-d2177569-Reviews-Zoocafe-Zurich.html,d2177569,35.0,35.0,35.0,35.0,2.0,5.0,1.0,2.0,0.0,10.0,70.0,2.5,3.5
Oporto,"['Steakhouse', 'European', 'Portuguese']",776.0,$,26.0,"[['So good!', 'Fantastic'], ['08/21/2016', '03/18/2015']]",/Restaurant_Review-g189180-d7692414-Reviews-Lunatic_Burger-Porto_Porto_District_Northern_Portugal.html,d7692414,40.0,40.0,40.0,40.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,3.0,5.0
Hamburg,"['Indian', 'German', 'Fast Food']",1381.0,,2.0,"[['Best one'], ['06/01/2016']]",/Restaurant_Review-g187331-d8408413-Reviews-Mega_s-Hamburg.html,d8408413,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
London,,13622.0,,4.0,"[['Good food but...', 'Very pleasant staff, nice visit'], ['05/02/2017', '04/17/2017']]",/Restaurant_Review-g186338-d12229500-Reviews-Ferry_Boat-London_England.html,d12229500,35.0,35.0,35.0,40.0,56.0,43.0,46.0,27.0,32.0,204.0,48.529411764705884,3.5,2.5
Zurich,"['Mediterranean', 'Middle Eastern']",756.0,$,13.0,"[['Best Falafel in Zurich', 'Kebap in fladenbrot'], ['03/11/2017', '08/17/2016']]",/Restaurant_Review-g188113-d4375509-Reviews-Sesam_Falafelbar-Zurich.html,d4375509,45.0,45.0,45.0,45.0,9.0,1.0,0.0,0.0,0.0,10.0,100.0,3.5,5.0
Barcelona,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1306.0,$$ - $$$,353.0,"[['Nice place, excellent food, excellent verm...', 'Super nice, will go back for sure'], ['01/05/2018', '01/22/2017']]",/Restaurant_Review-g187497-d8403577-Reviews-Chicha_Limona-Barcelona_Catalonia.html,d8403577,40.0,40.0,35.0,40.0,45.0,27.0,5.0,4.0,5.0,86.0,83.72093023255816,3.0,4.25
Paris,"['Japanese', 'Sushi']",13721.0,$$ - $$$,22.0,"[['Poor vegan option', 'Fast food delight'], ['11/05/2017', '08/05/2015']]",/Restaurant_Review-g187147-d4340262-Reviews-Sushi_Shop-Paris_Ile_de_France.html,d4340262,35.0,25.0,25.0,30.0,1.0,1.0,0.0,0.0,1.0,3.0,66.66666666666666,2.0,3.25
Paris,"['French', 'Seafood', 'Gluten Free Options']",1329.0,$$ - $$$,308.0,"[['Discomfort at Clamato', 'Interesting seafood to share, fast service...'], ['12/27/2017', '10/13/2017']]",/Restaurant_Review-g187147-d5937604-Reviews-Clamato-Paris_Ile_de_France.html,d5937604,45.0,40.0,35.0,40.0,132.0,41.0,20.0,5.0,7.0,205.0,84.39024390243901,4.0,4.25
Paris,"['French', 'Middle Eastern', 'Persian']",5713.0,,8.0,"[['Très Bien'], ['10/20/2017']]",/Restaurant_Review-g187147-d12610216-Reviews-Sohan_Cafe-Paris_Ile_de_France.html,d12610216,45.0,50.0,45.0,50.0,5.0,0.0,1.0,0.0,0.0,6.0,83.33333333333334,3.5,4.25
Milan,,5367.0,,5.0,"[['Nice treats', 'RIP OFF in Vittorio Emanuelle shopping are...'], ['02/03/2017', '05/31/2016']]",/Restaurant_Review-g187849-d8339908-Reviews-Si_Caffe-Milan_Lombardy.html,d8339908,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,50.0,0.0,2.5
Lisbon,,2629.0,,3.0,"[[], []]",/Restaurant_Review-g189158-d5981254-Reviews-Kastello_Xxi-Lisbon_Lisbon_District_Central_Portugal.html,d5981254,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,100.0,0.0,5.0
London,"['Austrian', 'European']",8081.0,$$ - $$$,81.0,"[['Friendly Service', 'Very Good'], ['07/11/2017', '04/23/2016']]",/Restaurant_Review-g186338-d6405266-Reviews-Boopshi_s-London_England.html,d6405266,35.0,35.0,30.0,35.0,25.0,31.0,13.0,9.0,3.0,81.0,69.1358024691358,3.5,3.5
Paris,['American'],13415.0,$,42.0,"[['Good quick service', 'For fast food lovers'], ['12/06/2014', '05/07/2014']]",/Restaurant_Review-g187147-d5981796-Reviews-Kfc-Paris_Ile_de_France.html,d5981796,30.0,25.0,30.0,30.0,0.0,3.0,2.0,2.0,0.0,7.0,42.857142857142854,2.0,2.25
Prague,"['Italian', 'European', 'Pizza']",2314.0,$$ - $$$,96.0,"[['Modern Italian', 'Good option'], ['07/09/2017', '05/27/2017']]",/Restaurant_Review-g274707-d2069514-Reviews-Il_Nostro-Prague_Bohemia.html,d2069514,35.0,30.0,35.0,35.0,17.0,15.0,11.0,5.0,10.0,58.0,55.17241379310346,3.5,2.75
Zurich,"['Middle Eastern', 'Mediterranean']",1076.0,$,19.0,"[['authentic Kreis 4 Spot to eat your local S...', 'Popular Middle Eastern take-out'], ['04/21/2017', '10/18/2016']]",/Restaurant_Review-g188113-d7730136-Reviews-Palestine_Grill-Zurich.html,d7730136,50.0,50.0,50.0,50.0,6.0,3.0,0.0,0.0,0.0,9.0,100.0,3.75,5.0
Munich,"['German', 'European', 'Central European', 'Vegetarian Friendly']",630.0,$$ - $$$,122.0,"[['Authentic and delicious', 'Average'], ['09/29/2017', '05/31/2017']]",/Restaurant_Review-g187309-d780512-Reviews-Franziskanergarten-Munich_Upper_Bavaria_Bavaria.html,d780512,40.0,40.0,35.0,40.0,15.0,9.0,3.0,0.0,0.0,27.0,88.8888888888889,4.0,4.5
Rome,"['Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",824.0,$$ - $$$,289.0,"[['Reasonably priced good food', 'Near Spanish Steps'], ['12/26/2017', '12/19/2017']]",/Restaurant_Review-g187791-d1929032-Reviews-Taverna_Ripetta-Rome_Lazio.html,d1929032,45.0,45.0,45.0,45.0,121.0,27.0,3.0,3.0,6.0,160.0,92.5,4.5,4.5
Athens,"['Mediterranean', 'Italian', 'Pizza', 'European']",1256.0,$$ - $$$,39.0,"[['Very sweet waitress, very mediocre, expens...', 'Fallen Idol in need of resurrection'], ['02/28/2017', '12/29/2016']]",/Restaurant_Review-g189400-d5993428-Reviews-Mohnblumchen-Athens_Attica.html,d5993428,40.0,35.0,40.0,45.0,12.0,5.0,2.0,2.0,2.0,23.0,73.91304347826086,4.0,3.75
Ljubljana,,326.0,,10.0,"[['Cheap and average', 'Average'], ['02/19/2017', '09/20/2016']]",/Restaurant_Review-g274873-d2227270-Reviews-Gostilna_Pecaric-Ljubljana_Upper_Carniola_Region.html,d2227270,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,8.0,62.5,0.0,3.0
Helsinki,"['Chinese', 'Asian']",1105.0,$$ - $$$,17.0,"[['Tasteless buffet lunch', 'Okay'], ['07/13/2017', '02/21/2017']]",/Restaurant_Review-g189934-d8144927-Reviews-HO_s_Food-Helsinki_Uusimaa.html,d8144927,30.0,30.0,30.0,30.0,0.0,3.0,5.0,3.0,2.0,13.0,23.07692307692308,2.25,1.25
Brussels,"['Italian', 'Mediterranean']",1513.0,$$ - $$$,231.0,"[['Excellent food. Slow Service.', 'An old fishmonger shop'], ['07/27/2017', '07/03/2017']]",/Restaurant_Review-g188644-d1156179-Reviews-Osteria_a_l_Ombra-Brussels.html,d1156179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague,,1947.0,,,"[['fantastic food'], ['03/05/2017']]",/Restaurant_Review-g274707-d11735169-Reviews-Na_KovarnE-Prague_Bohemia.html,d11735169,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,5.0
Berlin,['Turkish'],4332.0,,6.0,"[['awesome food even awesomer prices', 'Trockener Wein'], ['11/15/2016', '09/08/2016']]",/Restaurant_Review-g187323-d2662940-Reviews-Dildile-Berlin.html,d2662940,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
London,"['Bar', 'British', 'Pub', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options']",4943.0,$$ - $$$,126.0,"[['Nice Drink', 'Had a really good meal'], ['12/10/2017', '12/08/2017']]",/Restaurant_Review-g186338-d3869850-Reviews-The_Plough_Inn-London_England.html,d3869850,40.0,40.0,35.0,40.0,76.0,39.0,14.0,11.0,19.0,159.0,72.32704402515722,4.0,3.5
London,"['Italian', 'Pizza', 'Fast Food', 'Vegetarian Friendly', 'Gluten Free Options']",4477.0,$$ - $$$,170.0,"[['Pizza Hut Dinner After Trainers Shopping', 'Works for me.'], ['09/19/2017', '08/09/2017']]",/Restaurant_Review-g186338-d5243160-Reviews-Pizza_Hut-London_England.html,d5243160,40.0,40.0,40.0,40.0,75.0,57.0,36.0,14.0,26.0,208.0,63.46153846153846,4.0,3.25
Stockholm,['Turkish'],1649.0,,9.0,"[[""Great when you're hungry AND in a hurry"", 'A lot of food + delicious mediterranean fo...'], ['04/19/2017', '11/13/2016']]",/Restaurant_Review-g189852-d8736408-Reviews-Kebab_Kungen-Stockholm.html,d8736408,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,60.0,0.0,3.0
Prague,"['European', 'Czech']",2706.0,,2.0,"[[], []]",/Restaurant_Review-g274707-d7123225-Reviews-Svate_Peklo-Prague_Bohemia.html,d7123225,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
Lisbon,"['Asian', 'Indian', 'International', 'Vegetarian Friendly', 'Vegan Options']",3136.0,$$ - $$$,241.0,"[['Must Try Restaurant ! Delicious!', 'So glad we found this restaurant'], ['02/21/2018', '02/09/2018']]",/Restaurant_Review-g189158-d2615366-Reviews-Bengal_Tandoori_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html,d2615366,45.0,45.0,45.0,35.0,121.0,35.0,10.0,5.0,3.0,174.0,89.65517241379311,4.25,4.5
Lyon,['French'],1263.0,$$ - $$$,28.0,"[[], []]",/Restaurant_Review-g187265-d1332442-Reviews-Le_Ferber-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1332442,40.0,40.0,40.0,45.0,17.0,17.0,3.0,0.0,2.0,39.0,87.1794871794872,4.0,4.25
Prague,"['European', 'Czech', 'Central European', 'Eastern European', 'Vegetarian Friendly']",452.0,$,101.0,"[['Amazing!', 'Fantastic!'], ['11/25/2017', '10/18/2017']]",/Restaurant_Review-g274707-d4020083-Reviews-Krok_zpEt-Prague_Bohemia.html,d4020083,40.0,45.0,40.0,45.0,37.0,7.0,2.0,1.0,1.0,48.0,91.66666666666666,4.25,4.5
London,"['Steakhouse', 'Bar', 'French', 'Wine Bar', 'Vegetarian Friendly', 'Gluten Free Options']",2432.0,$$ - $$$,247.0,"[['Friendly and foody!', 'Good food and music'], ['12/11/2017', '12/06/2017']]",/Restaurant_Review-g186338-d1382014-Reviews-Toulouse_Lautrec-London_England.html,d1382014,40.0,40.0,40.0,45.0,174.0,105.0,28.0,11.0,20.0,338.0,82.54437869822485,4.0,4.25
London,,11756.0,,7.0,"[['Loooove this place !!!!', 'dire'], ['07/26/2016', '03/31/2015']]",/Restaurant_Review-g186338-d5243071-Reviews-Nando_s-London_England.html,d5243071,40.0,40.0,40.0,35.0,29.0,22.0,18.0,5.0,5.0,79.0,64.55696202531645,4.0,3.25
London,"['Polish', 'European', 'Eastern European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",202.0,$$ - $$$,920.0,"[['A lovely polish restaurant with an amazing...', 'Always a good experience'], ['12/26/2017', '12/23/2017']]",/Restaurant_Review-g186338-d1501242-Reviews-Baltic_Restaurant_Bar-London_England.html,d1501242,45.0,45.0,40.0,45.0,560.0,377.0,77.0,25.0,16.0,1055.0,88.81516587677723,4.5,4.5
Athens,['Greek'],1228.0,$,29.0,"[['very good', 'Excellent value, improved with the chicken...'], ['05/23/2017', '05/22/2017']]",/Restaurant_Review-g189400-d1019865-Reviews-Mitsos_Souvlakia-Athens_Attica.html,d1019865,35.0,40.0,40.0,40.0,5.0,2.0,1.0,0.0,0.0,8.0,87.5,3.0,4.5
Milan,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",1234.0,$$ - $$$,219.0,"[[""Overpriced or cheated cos we're tourists"", 'Exactly what we were looking for'], ['08/17/2017', '02/10/2017']]",/Restaurant_Review-g187849-d7095241-Reviews-Belli_Freschi-Milan_Lombardy.html,d7095241,45.0,45.0,40.0,45.0,9.0,5.0,2.0,1.0,2.0,19.0,73.68421052631578,4.5,3.75
Amsterdam,"['Steakhouse', 'Barbecue', 'Grill', 'American']",1358.0,$$ - $$$,109.0,"[['Decent steakhouse to have some good meat i...', 'Get a booth'], ['12/15/2017', '04/17/2017']]",/Restaurant_Review-g188590-d2630149-Reviews-T_Steakhouse-Amsterdam_North_Holland_Province.html,d2630149,40.0,35.0,35.0,35.0,18.0,17.0,9.0,2.0,4.0,50.0,70.0,3.5,3.5
Milan,,4402.0,,27.0,"[['The worst choice of our stay in Milano!', 'Great for a quick stop and bite'], ['05/08/2017', '12/14/2016']]",/Restaurant_Review-g187849-d8339707-Reviews-Plaza_Cafe-Milan_Lombardy.html,d8339707,35.0,40.0,35.0,40.0,2.0,0.0,2.0,1.0,1.0,6.0,33.33333333333333,2.75,1.75
Paris,,9721.0,,3.0,"[['Excellent bakery just off Gambetta', 'Amazing bakery!'], ['08/12/2016', '07/28/2016']]",/Restaurant_Review-g187147-d10664979-Reviews-Maison_Lecorvaisier-Paris_Ile_de_France.html,d10664979,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
Warsaw,"['Polish', 'European']",492.0,$,43.0,"[['A wonderful milk bar with excellent prices...', 'Filling, delicious Polish specialties'], ['12/13/2017', '10/10/2017']]",/Restaurant_Review-g274856-d8685221-Reviews-Bar_Zabkowski-Warsaw_Mazovia_Province_Central_Poland.html,d8685221,40.0,30.0,45.0,40.0,2.0,7.0,1.0,0.0,0.0,10.0,90.0,3.0,4.5
Bratislava,,695.0,,8.0,"[['Positive surprise', 'Terrible, terrible customer service'], ['10/29/2017', '10/21/2016']]",/Restaurant_Review-g274924-d10810542-Reviews-Tankovna-Bratislava_Bratislava_Region.html,d10810542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
London,"['Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Halal']",10588.0,$$ - $$$,20.0,"[['Excellent food stunning portions', 'Good'], ['09/05/2017', '04/22/2017']]",/Restaurant_Review-g186338-d9580201-Reviews-Yaseen_Restaurant-London_England.html,d9580201,40.0,40.0,40.0,40.0,12.0,8.0,1.0,3.0,5.0,29.0,68.96551724137932,3.0,3.5
Budapest,"['International', 'Grill', 'Barbecue', 'European', 'Central European', 'Hungarian', 'Eastern European', 'Vegetarian Friendly', 'Gluten Free Options']",319.0,$$ - $$$,241.0,"[['Good value for your money', 'Nice evening dining'], ['09/02/2017', '08/20/2017']]",/Restaurant_Review-g274887-d1023224-Reviews-Trofea_Grill_Restaurant_Zuglo-Budapest_Central_Hungary.html,d1023224,45.0,45.0,45.0,40.0,63.0,25.0,9.0,6.0,5.0,108.0,81.48148148148148,4.5,4.0
Berlin,"['Asian', 'Thai', 'Chinese', 'Fusion', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",251.0,$$ - $$$,352.0,"[['Very good but also expensive', 'I love this palace 😋'], ['12/27/2017', '12/04/2017']]",/Restaurant_Review-g187323-d1098810-Reviews-Nu-Berlin.html,d1098810,45.0,40.0,40.0,45.0,90.0,53.0,21.0,5.0,5.0,174.0,82.18390804597702,4.25,4.0
Paris,"['Italian', 'Diner', 'Healthy', 'Vegetarian Friendly']",2754.0,$$ - $$$,67.0,"[['Lovely and unique', 'Tiny Place with Excellent Food'], ['09/23/2017', '09/12/2017']]",/Restaurant_Review-g187147-d4020824-Reviews-Les_Rendez_Vous_Italiens-Paris_Ile_de_France.html,d4020824,45.0,45.0,40.0,45.0,2.0,3.0,0.0,0.0,0.0,5.0,100.0,4.5,5.0
Paris,"['French', 'Vegetarian Friendly']",6126.0,$$ - $$$,57.0,"[['Nice and good', 'In this second visit the place fared bette...'], ['01/05/2018', '11/29/2017']]",/Restaurant_Review-g187147-d12663342-Reviews-Breizh_Cafe-Paris_Ile_de_France.html,d12663342,40.0,40.0,35.0,40.0,43.0,30.0,4.0,3.0,1.0,81.0,90.12345679012344,3.0,4.5
London,"['American', 'Diner', 'Vegetarian Friendly', 'Gluten Free Options']",6035.0,$$ - $$$,836.0,"[['Lovely little place!', 'After work dinner'], ['01/07/2018', '12/19/2017']]",/Restaurant_Review-g186338-d2357936-Reviews-Ed_s_Easy_Diner_Euston-London_England.html,d2357936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Budapest,"['Pizza', 'International', 'Gastropub']",2092.0,,14.0,"[['Unique setting in Jewish Quarter', 'expensive and bad food'], ['06/03/2017', '09/09/2017']]",/Restaurant_Review-g274887-d6776636-Reviews-Racskert-Budapest_Central_Hungary.html,d6776636,45.0,45.0,45.0,45.0,7.0,4.0,0.0,1.0,1.0,13.0,84.61538461538461,3.5,4.25
Rome,"['Vegetarian Friendly', 'Vegan Options']",3898.0,$,57.0,"[['Great Coffee', 'A perfect start to our day'], ['03/20/2017', '06/24/2017']]",/Restaurant_Review-g187791-d8434199-Reviews-Settegrammi-Rome_Lazio.html,d8434199,40.0,40.0,35.0,40.0,10.0,4.0,3.0,1.0,1.0,19.0,73.68421052631578,3.0,3.75
Milan,"['Bar', 'Pub']",3537.0,$,8.0,"[['Unfortunate name'], ['09/27/2017']]",/Restaurant_Review-g187849-d4003271-Reviews-Bar_Sole-Milan_Lombardy.html,d4003271,40.0,40.0,45.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
Madrid,"['Peruvian', 'Latin']",4264.0,$$ - $$$,160.0,"[['FAMILY ENVIRONMENT', 'Exceptional!'], ['12/27/2017', '11/22/2017']]",/Restaurant_Review-g187514-d2390249-Reviews-Restaurante_Lupita-Madrid.html,d2390249,40.0,35.0,35.0,30.0,13.0,14.0,4.0,0.0,2.0,33.0,81.81818181818183,3.5,4.0
Barcelona,,4106.0,,,"[[], []]",/Restaurant_Review-g187497-d11824935-Reviews-Chenspizza-Barcelona_Catalonia.html,d11824935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,['Vegetarian Friendly'],8329.0,$$ - $$$,39.0,"[['Great view', 'Terrible'], ['03/31/2017', '09/07/2016']]",/Restaurant_Review-g186338-d4752205-Reviews-Upper_Deck_Bar-London_England.html,d4752205,35.0,35.0,35.0,40.0,13.0,19.0,5.0,0.0,4.0,41.0,78.04878048780488,3.5,4.0
Rome,"['Pizza', 'Italian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",95.0,$$ - $$$,5037.0,"[['Best dinner we had in Italy and in our ent...', 'The best restaurant in town'], ['01/07/2018', '01/07/2018']]",/Restaurant_Review-g187791-d3666269-Reviews-Da_Otello_in_Trastevere_Trastevere-Rome_Lazio.html,d3666269,45.0,45.0,45.0,40.0,1904.0,401.0,70.0,32.0,36.0,2443.0,94.35120753172329,4.5,4.75
Vienna,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",378.0,$$ - $$$,304.0,"[['Authentic Italian in the middle of Vienna!', 'Multo Bene 😄'], ['01/07/2018', '09/07/2017']]",/Restaurant_Review-g190454-d714190-Reviews-Regina_Margherita-Vienna.html,d714190,40.0,35.0,35.0,40.0,66.0,46.0,21.0,14.0,17.0,164.0,68.29268292682927,3.75,3.5
Lisbon,"['Brazilian', 'Fast Food', 'European', 'Portuguese', 'South American']",1918.0,,12.0,"[[], []]",/Restaurant_Review-g189158-d6902709-Reviews-Fenix_Snack_Bar-Lisbon_Lisbon_District_Central_Portugal.html,d6902709,45.0,45.0,40.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.25,5.0
Rome,"['American', 'Bar', 'Pub', 'Italian', 'European']",4752.0,$$ - $$$,79.0,"[['A couple of beers', 'Lots of beers on menu: not so many actuall...'], ['07/04/2017', '10/28/2017']]",/Restaurant_Review-g187791-d6704277-Reviews-Roma_Beer_Company_Piramide_Cestia-Rome_Lazio.html,d6704277,35.0,35.0,35.0,40.0,7.0,3.0,2.0,0.0,0.0,12.0,83.33333333333334,3.5,4.25
Dublin,"['Irish', 'Bar', 'European', 'Pub']",986.0,$$ - $$$,30.0,"[['Great pub lunch', 'Another lunchtime (actually a bit later) b...'], ['08/20/2017', '04/27/2017']]",/Restaurant_Review-g186605-d5498984-Reviews-Speaker_Connolly-Dublin_County_Dublin.html,d5498984,40.0,45.0,40.0,40.0,16.0,14.0,2.0,4.0,1.0,37.0,81.08108108108108,4.0,4.0
Barcelona,"['Grill', 'Mediterranean', 'Spanish', 'Vegetarian Friendly']",2034.0,$$ - $$$,124.0,"[['Paella', 'Que Rico'], ['07/14/2017', '05/30/2017']]",/Restaurant_Review-g187497-d986410-Reviews-La_Torreta_de_Escorial-Barcelona_Catalonia.html,d986410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,,12626.0,,,"[['Beautiful Tempting Cakes in the Window!'], ['10/20/2017']]",/Restaurant_Review-g186338-d12999736-Reviews-The_Highgate_Pantry-London_England.html,d12999736,40.0,40.0,40.0,40.0,7.0,5.0,3.0,0.0,1.0,16.0,75.0,3.0,3.75
Madrid,"['Peruvian', 'Fusion', 'South American']",6060.0,$$ - $$$,9.0,"[[], []]",/Restaurant_Review-g187514-d4872305-Reviews-El_Retablo_de_Kelly-Madrid.html,d4872305,0.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,1.0,14.0,64.28571428571429,0.0,3.25
Barcelona,"['International', 'Spanish', 'Contemporary', 'Fusion', 'Mediterranean', 'Vegetarian Friendly']",1742.0,$$$$,30.0,"[['Set 2017', 'Best experience we had in Barcelona'], ['10/15/2017', '10/01/2017']]",/Restaurant_Review-g187497-d12498039-Reviews-Nubar-Barcelona_Catalonia.html,d12498039,45.0,40.0,35.0,40.0,14.0,4.0,0.0,2.0,2.0,22.0,81.81818181818183,3.0,4.0
Warsaw,"['Chinese', 'Asian', 'Vietnamese']",1980.0,$,8.0,"[['super', 'Very good asian fast food'], ['05/31/2016', '07/14/2015']]",/Restaurant_Review-g274856-d8484359-Reviews-Bar_Hai_Ha-Warsaw_Mazovia_Province_Central_Poland.html,d8484359,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
Madrid,"['Japanese', 'Sushi', 'Asian', 'Fusion', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",361.0,$$ - $$$,322.0,"[['Lovely atmosphere, professional service, l...', 'Good'], ['08/16/2017', '07/01/2017']]",/Restaurant_Review-g187514-d10210239-Reviews-Sushita_Cafe_Miguel_Angel-Madrid.html,d10210239,40.0,40.0,40.0,40.0,17.0,15.0,8.0,1.0,2.0,43.0,74.4186046511628,3.0,3.75
Prague,['Cafe'],2224.0,,3.0,"[['Top nosh'], ['03/20/2017']]",/Restaurant_Review-g274707-d4924582-Reviews-Ke_karlovu_2_prague_2-Prague_Bohemia.html,d4924582,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
Vienna,,1572.0,,4.0,"[['Cozy personal place to eat', 'Delicious lunch and stunning range of cure...'], ['10/13/2017', '03/25/2016']]",/Restaurant_Review-g190454-d9603364-Reviews-Speck_Takular_Delikatessen-Vienna.html,d9603364,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
Madrid,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options']",99.0,$,522.0,"[['Amazing Pizza in the Heart of Madrid', 'Perfect pizza'], ['01/04/2018', '12/26/2017']]",/Restaurant_Review-g187514-d1625680-Reviews-Pizzeria_Vesuvio_Hortaleza-Madrid.html,d1625680,45.0,40.0,45.0,40.0,100.0,44.0,7.0,1.0,2.0,154.0,93.5064935064935,4.25,4.75
Madrid,"['Mediterranean', 'Spanish', 'Grill', 'Argentinean']",1845.0,$$ - $$$,191.0,"[['Try it!', 'Great and tasty'], ['08/02/2017', '02/13/2017']]",/Restaurant_Review-g187514-d991853-Reviews-El_Cacique-Madrid.html,d991853,40.0,40.0,35.0,40.0,2.0,7.0,1.0,0.0,0.0,10.0,90.0,4.0,4.5
Brussels,"['Japanese', 'Sushi', 'Asian']",716.0,$$ - $$$,63.0,"[['Good food and good service', ""It's definitely worth it""], ['03/24/2017', '08/16/2017']]",/Restaurant_Review-g188644-d7854936-Reviews-Rolling_SUSHI-Brussels.html,d7854936,45.0,40.0,45.0,45.0,9.0,1.0,0.0,2.0,0.0,12.0,83.33333333333334,3.25,4.25
London,"['American', 'Vegetarian Friendly', 'Halal']",2993.0,$$ - $$$,84.0,"[['AWESOME PLACE AND BURGERS!! MUST VISIT', 'Amazing halal burgers, wings and shakes!'], ['12/27/2017', '12/18/2017']]",/Restaurant_Review-g186338-d11832502-Reviews-Band_of_Burgers_Brick_Lane-London_England.html,d11832502,45.0,45.0,40.0,45.0,87.0,21.0,13.0,12.0,12.0,145.0,74.48275862068967,3.25,3.75
Stockholm,"['European', 'Swedish', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options']",237.0,$$ - $$$,159.0,"[['Traditional and very good', 'Handy local bistro close to the Vasa museu...'], ['05/20/2017', '03/30/2017']]",/Restaurant_Review-g189852-d697811-Reviews-Eriks_Bakficka-Stockholm.html,d697811,45.0,45.0,40.0,45.0,40.0,31.0,8.0,2.0,0.0,81.0,87.6543209876543,4.5,4.5
